genus,sp,subsp,state,federal_status,state_status,notes,state_source
Myotis,grisescens,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Myotis,grisescens,NA,Illinois,Endangered,NA,NA,NA
Myotis,grisescens,NA,Indiana,Endangered,NA,NA,NA
Myotis,grisescens,NA,Kansas,Endangered,NA,NA,NA
Myotis,grisescens,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Myotis,grisescens,NA,Kentucky,Endangered,NA,NA,NA
Myotis,grisescens,NA,Oklahoma,Endangered,NA,NA,NA
Myotis,grisescens,NA,Tennessee,Endangered,NA,NA,NA
Myotis,grisescens,NA,Virginia,Endangered,NA,NA,NA
Myotis,grisescens,NA,West Virginia,Endangered,NA,NA,NA
Myotis,grisescens,NA,Alabama,Endangered,NA,NA,NA
Myotis,grisescens,NA,Alabama,NA,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myotis,grisescens,NA,Arkansas,Endangered,NA,NA,NA
Myotis,grisescens,NA,Florida,Endangered,NA,NA,NA
Myotis,grisescens,NA,Georgia,Endangered,NA,NA,NA
Myotis,grisescens,NA,Missouri,Endangered,NA,NA,NA
Myotis,grisescens,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Myotis,grisescens,NA,Tennessee,Endangered,Endangered,NA,https://www.zotero.org/groups/178496/items/itemKey/ISP6CBBN/q/introduction%20to%20the
Myotis,keenii,NA,Washington,NA,Candidate,NA,http://www.mendeley.com/c/5144569454/g/2058663/washington-state-species-of-concern-lists/
Myotis,leibii,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Myotis,leibii,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myotis,leibii,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myotis,leibii,NA,New Hampshire,NA,Endangered,NA,http://www.mendeley.com/c/5093636202/g/2058663/new-hampshire-species-status-state-listing/
Myotis,lucifugus,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Myotis,lucifugus,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myotis,lucifugus,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myotis,occultus,NA,Arizona,NA,Vulnerable,NA,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Myotis,septentrionalis,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Myotis,septentrionalis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myotis,septentrionalis,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myotis,septentrionalis,NA,New Hampshire,NA,Near-threatened,NA,http://www.mendeley.com/c/5093651382/g/2058663/new-hampshire-species-status-state-listing-for-species-of-special-concern/
Myotis,sodalis,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Myotis,sodalis,NA,Illinois,Endangered,NA,NA,NA
Myotis,sodalis,NA,Indiana,Endangered,NA,NA,NA
Myotis,sodalis,NA,Iowa,Endangered,NA,NA,NA
Myotis,sodalis,NA,Kansas,Endangered,NA,NA,NA
Myotis,sodalis,NA,Kentucky,Endangered,NA,NA,NA
Myotis,sodalis,NA,Maryland,Endangered,NA,NA,NA
Myotis,sodalis,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Myotis,sodalis,NA,Michigan,Endangered,NA,NA,NA
Myotis,sodalis,NA,North Carolina,Endangered,NA,NA,NA
Myotis,sodalis,NA,Ohio,Endangered,NA,NA,NA
Myotis,sodalis,NA,Oklahoma,Endangered,NA,NA,NA
Myotis,sodalis,NA,Pennsylvania,Endangered,NA,NA,NA
Myotis,sodalis,NA,South Carolina,Endangered,NA,NA,NA
Myotis,sodalis,NA,Tennessee,Endangered,NA,NA,NA
Myotis,sodalis,NA,Vermont,Endangered,NA,NA,NA
Myotis,sodalis,NA,Virginia,Endangered,NA,NA,NA
Myotis,sodalis,NA,West Virginia,Endangered,NA,NA,NA
Myotis,sodalis,NA,Alabama,Endangered,NA,NA,NA
Myotis,sodalis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myotis,sodalis,NA,Arkansas,Endangered,NA,NA,NA
Myotis,sodalis,NA,Georgia,Endangered,NA,NA,NA
Myotis,sodalis,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myotis,sodalis,NA,Missouri,Endangered,NA,NA,NA
Myotis,sodalis,NA,New Jersey,Endangered,NA,NA,NA
Myotis,sodalis,NA,New York,Endangered,NA,NA,NA
Myotis,sodalis,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Myotis,sodalis,NA,Mississippi,Endangered,NA,NA,NA
Myotis,thysanodes,NA,Arizona,NA,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Myotis,velifer,NA,Arizona,NA,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Myotis,volans,NA,Arizona,NA,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Myotis,volans,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Myotis,yumanensis,NA,Arizona,NA,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Myrcia,paganii,NA,Puerto Rico,Endangered,NA,NA,NA
myriophylla,NA,NA,Florida,Endangered,NA,NA,NA
Myriophyllum,alterniflorum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myriophyllum,farwellii,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myriophyllum,laxum,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Myriophyllum,laxum,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Myriophyllum,pinnatum,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myriophyllum,verticillatum,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Myrsine,juddii,NA,Hawaii,Endangered,NA,NA,NA
Myrsine,knudsenii,NA,Hawaii,Endangered,NA,NA,NA
Myrsine,linearifolia,NA,Hawaii,Threatened,NA,NA,NA
Myrsine,mezii,NA,Hawaii,Endangered,NA,NA,NA
Myurella,siberica,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nabalus,serpentarius,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Najas,filifolia,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Najas,gracillima,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nannothemis,bella,NA,Alabama,NA,State unranked,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nannothemis,bella,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nasiaeschna,pentacantha,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nasua,narica,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Navarretia,fossalis,NA,California,Threatened,NA,NA,NA
Navarretia,leucocephala,pauciflora,California,Endangered,NA,NA,NA
Navarretia,leucocephala,plieantha,California,Endangered,NA,NA,NA
Necturus,alabamensis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Necturus maculosus,Critically imperilled,NA,Maryland,NA,NA,Endangered/Extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,gracilis,NA,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,integricollis,NA,Maryland,NA,NA,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nehalennia,irene,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nemastylis,floridana,NA,Florida,NA,Endangered,NA,http://www.mendeley.com/c/5605595494/g/2058663/2012-dwp-listed-plants/
Nemastylis,geminiflora,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neofelis,nebulosa,NA,New Mexico,NA,Restricted,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Neofiber,alleni,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Neoleptoneta,microps,NA,Texas,Endangered,NA,NA,NA
Neoleptoneta,microps,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Neoleptoneta,myopica,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Neoleptoneta,serena,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neoligia,semicana,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Neonympha,areolata,NA,Alabama,NA,unrankable,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neonympha,mitchellii,mitchellii,Indiana,Endangered,NA,NA,NA
Neonympha,mitchellii,francisci,North Carolina,Endangered,NA,NA,NA
Neonympha,mitchellii,mitchellii,Ohio,Endangered,NA,NA,NA
Neonympha,mitchellii,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neonympha,mitchellii,mitchellii,New Jersey,Endangered,NA,NA,NA
Neonympha,mitchellii,NA,Virginia,NA,Endangered,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Neonympha mitchellii,mitchellii,NA,Michigan,Endangered,NA,NA,NA
Neoseps,reynoldsi,NA,Florida,Threatened,NA,NA,NA
Neostapfia,colusana,NA,California,Threatened,NA,NA,NA
Neotamias,minimus,atristriatus,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Neotamias,quadrivittatus,australis,New Mexico,NA,Threatened,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Neotoma,floridana,smalli,Florida,Endangered,NA,NA,NA
Neotoma,fuscipes,riparia,California,Endangered,NA,NA,NA
Neotoma,magister,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neotoma,magister,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neovison,vison,evergladensis,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Nephus,gordoni,NA,Maryland,NA,NA,Uncertain status,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neraudia,angulata,NA,Hawaii,Endangered,NA,NA,NA
Neraudia,ovata,NA,Hawaii,Endangered,NA,NA,NA
Neraudia,sericea,NA,Hawaii,Endangered,NA,NA,NA
Nerodia,clarkii,clarkii,Alabama,NA,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nerodia,clarkii,taeniata,Florida,Threatened,NA,NA,NA
Nerodia,cyclopion,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nerodia,erythrogaster,NA,Illinois,Threatened,NA,Indiana north of 40 degrees north latitude Michigan Ohio,NA
Nerodia,erythrogaster,neglecta,Indiana,Threatened,NA,Indiana north of 40 degrees north latitude Michigan Ohio,NA
Nerodia,erythrogaster,neglecta,Kentucky,Threatened,NA,Indiana north of 40 degrees north latitude Michigan Ohio,NA
Nerodia,erythrogaster,erythrogaster,Maryland,NA,NA,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nerodia,erythrogaster,neglecta,Michigan,Threatened,NA,Indiana north of 40 degrees north latitude Michigan Ohio,NA
Nerodia,erythrogaster,neglecta,Ohio,Threatened,NA,north of 40 degrees north latitude Michigan Ohio,NA
Nerodia,erythrogaster,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Nerodia,fasciata,NA,Alabama,NA,Apparently secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nerodia,floridana,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nerodia,harteri,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Nerodia,taxispilota,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nesticus,barri,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nesticus,jonesi,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nestronia,umbellula,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Nestronia,umbellula,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neurocordulia,clara,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neurocordulia,molesta,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Neurocordulia,obsoleta,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neurocordulia,obsoleta,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Neurocordulia,yamaskanensis,NA,Maryland,NA,NA,Rare to uncommon,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Neurocordulia,yamaskanensis,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Neviusia,alabamensis,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Neviusia,alabamensis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nicrophorus,americanus,NA,Illinois,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Indiana,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Iowa,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Kansas,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Nicrophorus,americanus,NA,Kentucky,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Louisiana,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Maine,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Maryland,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Massachusetts,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Michigan,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Minnesota,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,North Carolina,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Ohio,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Oklahoma,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Pennsylvania,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Rhode Island,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,South Carolina,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Tennessee,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Texas,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Vermont,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Virginia,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,West Virginia,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Wisconsin,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Nicrophorus,americanus,NA,Alabama,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Arkansas,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Connecticut,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Deleware,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,District of Columbia,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Florida,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Georgia,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Maryland,NA,Endangered/Extirpated,Believed to be extirpated,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Nicrophorus,americanus,NA,Massachusetts,NA,Endangered,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Nicrophorus,americanus,NA,Mississippi,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Missouri,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Nebraska,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,New Hampshire,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,New Jersey,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,New York,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,North Dakota,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,South Dakota,Endangered,NA,NA,NA
Nicrophorus,americanus,NA,Texas,NA,Endangered,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Nicrophorus,americanusSH,NA,Alabama,NA,State protected,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Nitrophila,mohavensis,NA,California,Endangered,NA,NA,NA
Nitrophila,mohavensis,NA,Nevada,Endangered,NA,NA,NA
Nocomis,asper,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Nocomis,biguttatus,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Nocomis,biguttatus,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Nocomis,micropogon,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
nodosum,NA,NA,Maryland,Endangered,NA,NA,NA
nodosum,NA,NA,Alabama,Endangered,NA,NA,NA
nodosum,NA,NA,Georgia,Endangered,NA,NA,NA
Nolina,brittoniana,NA,Florida,Endangered,NA,NA,NA
Nothocestrum,breviflorum,NA,Hawaii,Endangered,NA,NA,NA
Nothocestrum,peltatum,NA,Hawaii,Endangered,NA,NA,NA
Notholaena,lemmonii,NA,Arizona,NA,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Notophthalmus,meridionalis,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notophthalmus,perstriatus,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notophthalmus,viridescens,NA,Kansas,NA,Threatened,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Nototrichium,humile,NA,Hawaii,Endangered,NA,NA,NA
Notropis,albizonatus,NA,Kentucky,Endangered,NA,NA,NA
Notropis,albizonatus,NA,Tennessee,Endangered,NA,NA,NA
Notropis,albizonatus,NA,Alabama,Endangered,NA,NA,NA
Notropis,albizonatus,NA,Alabama,NA,Critically imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,alborus,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Notropis,amnis,NA,Wisconsin,NA,Endangered,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Notropis,amoenus,NA,Maryland,NA,Threatened,Imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,anogenus,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Notropis,anogenus,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Notropis,ariommus,NA,Georgia,NA,Endangered,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notropis,ariommus,NA,Alabama,NA,Presumed extirpated,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,asperifrons,NA,Georgia,NA,Threatened,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notropis,atherinoides,NA,Virginia,NA,Threatened,NA,http://www.mendeley.com/c/5144547734/g/2058663/special-legal-status-faunal-species-in-virginia/
Notropis,bifrenatus,NA,Maryland,NA,Endangered/Extirpated,Historically known; unverified for 20 years,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,bifrenatus,NA,Massachusetts,NA,Special Concern,NA,http://www.mendeley.com/c/5093609242/g/2058663/natural-heritage---massachusetts-list-of-endangered-threatened-and-special-concern-species/
Notropis,bifrenatus,NA,New Hampshire,NA,Threatened,NA,http://www.mendeley.com/c/5093636202/g/2058663/new-hampshire-species-status-state-listing/
Notropis,boops,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,buchanani,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,cahabae,NA,Alabama,Endangered,NA,NA,NA
Notropis,cahabae,NA,Alabama,NA,Imperiled,State protected,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,chalybaeus,NA,Maryland,NA,Endangered,Critically imperilled,http://www.mendeley.com/c/5144550554/g/2058663/endangered-animals-of-maryland/
Notropis,chalybaeus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,chihuahua,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,cummingsae,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,girardi,NA,Kansas,Threatened,NA,NA,NA
Notropis,girardi,NA,Kansas,NA,Endangered,NA,http://www.mendeley.com/c/5144552094/g/2058663/kensas-threatened--endangered-species/
Notropis,girardi,NA,Oklahoma,Threatened,NA,Arkansas R Basin,NA
Notropis,girardi,NA,Texas,Threatened,NA,Arkansas R. Basin,NA
Notropis,girardi,NA,Arkansas,Threatened,NA,Arkansas R. Basin,NA
Notropis,girardi,NA,New Mexico,Threatened,NA,Arkansas River Basin,NA
Notropis,girardi,NA,New Mexico,NA,Endangered,NA,http://www.mendeley.com/c/5137922484/g/2058663/new-mexico-state-designated-species-status/
Notropis,girardi,NA,Texas,NA,Threatened,NA,http://www.mendeley.com/c/5144559874/g/2058663/texas-federalstate-threatened-and-endangered-species/
Notropis,harperi,NA,Alabama,NA,Rare or uncommon,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,heterolepis,NA,North Dakota,NA,Some need for conservation; ND is near the edge of species range,NA,http://www.mendeley.com/c/5144556444/g/2058663/north-dakota-species-of-convervation-priority/
Notropis,hypsilepis,NA,Georgia,NA,Rare,NA,http://www.mendeley.com/c/5144545934/g/2058663/protected-species-lists-of-georgia/
Notropis,hypsilepis,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,leuciodus,NA,Alabama,NA,Critically imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,maculatus,NA,Alabama,NA,Apparently secure,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,mekistocholas,NA,North Carolina,Endangered,NA,NA,NA
Notropis,melanostomus,NA,Florida,NA,Threatened,NA,http://www.mendeley.com/c/5092052772/g/2058663/florida-species-status-state-listed/
Notropis,micropteryx,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
Notropis,nubilus,NA,Wisconsin,NA,Threatened,NA,http://www.mendeley.com/c/5144553034/g/2058663/wisconsin-endangered-and-threatened-species-laws--list/
Notropis,petersoni,NA,Alabama,NA,Imperiled,NA,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
